案類,發生日期,發生地點
搶奪,0940922 1810,台中市北區大雅路29巷14號
搶奪,0940923 1635,台中市西區美村路
搶奪,0940923 1840,台中市北屯區松竹路2段160巷3弄8號
搶奪,0940923 1920,台中市西屯區河南路2段301巷24號
搶奪,0940923 1930,台中市西區市府路41巷17號
搶奪,0940923 2250,台中市北區永興街195號之1
搶奪,0940924 0405,台中市南區國光里臺中路與興大路口
搶奪,0940925 0535,台中市南屯區大墩二街與東興西街口
搶奪,0940925 1030,台中市北屯區河北路3段117號
搶奪,0940925 1945,台中市西區中美街16號
搶奪,0940926 1225,台中市西區五權五街五權西四街口253巷16號
搶奪,0940926 1410,台中市北區漢口路4段313號
搶奪,0940926 1530,台中市北區尊賢.育才街口
搶奪,0940926 1537,台中市東區新庄里互助街28號
搶奪,0940926 1625,台中市北屯區松竹路2段407巷22號
搶奪,0940926 2010,台中市西���區西屯路與玉門路口
搶奪,0940926 2130,台中市南區崇倫里8鄰崇倫街160號
搶奪,0940926 2255,台中市北屯區天津路4段315號
搶奪,0940927 0910,台中市西屯區福順路462巷7號
搶奪,0940927 1400,台中市北區崇德路1段172號
搶奪,0940927 1400,台中市北區梅亭東街36巷
搶奪,0940928 1623,台中市南屯區公益路2段33號
搶奪,0940928 1641,台中市東區東信里旱溪東路與六順路口
搶奪,0940928 1719,台中市西屯區洛陽路青海路口
搶奪,0940928 1735,台中市中區中正路
搶奪,0940928 1840,台中市北屯區河北路河北一街口
搶奪,0940928 2200,台中市西屯區青海路1段33號
搶奪,0940929 0945,台中市南屯區河南路4段190巷10號
搶奪,0940929 0950,台中市西屯區文心與華美西街口
搶奪,0940929 1138,台中市西區長春路74巷
搶奪,0940929 1600,台中市西屯區福順路與福康路口
搶奪,0940930 0855,台中市北區太平ˋ尊賢路
搶奪,0941001 0930,台中市西屯區台中港路3段128巷
搶奪,0941001 1645,台中市西區精誠路
搶奪,0941001 2110,台中市北屯區崇德六路河北路口
搶奪,0941001 2300,台中市西屯區文心路大墩18街口
搶奪,0941002 1800,台中市北區育才.一中街口
搶奪,0941002 2300,台中市北區梅亭.榮華街口路
搶奪,0941003 0730,台中市南區南門里明德街82號
搶奪,0941003 1150,台中市西屯區大福里中清西二街159號
搶奪,0941003 1215,台中市北屯區興安路2段400號
搶奪,0941003 1650,台中市東區東橋里東光園路與大興街口
搶奪,0941003 2120,台中市北區大雅ˋ太原路
搶奪,0941004 1525,台中市中區自由路2號
搶奪,0941004 1645,台中市中區建國路175號
搶奪,0941005 0955,台中市北屯區昌平路2段10號
搶奪,0941006 1430,台中市西區美村路1段36號
搶奪,0941006 1430,台中市西區向上路
搶奪,0941006 1840,台中市南屯區公益路2段107號
搶奪,0941007 1315,台中市西區大明街
搶奪,0941007 2033,台中市西區公益路
搶奪,0941007 2310,台中市南區永和里南和路38巷
搶奪,0941008 0130,台中市北屯區旱溪西路2段56號
搶奪,0941008 1205,台中市北屯區興安路2段376號
搶奪,0941008 1220,台中市西屯區大福里中清西二街43號
搶奪,0941008 2330,台中市北區梅亭街297號
搶奪,0941009 1520,台中市西屯區惠來里市政北六路惠來路口
搶奪,0941009 1530,台中市西區五權西四街112號
搶奪,0941009 1605,台中市中區中正路94號
搶奪,0941009 1610,台中市南屯區大業路與大進街口
搶奪,0941010 1810,台中市東區十甲里十甲路與東英路口
搶奪,0941010 2140,台中市西屯區惠來里市政北七路惠中三街口
搶奪,0941010 2155,台中市北屯區興安路瀋陽路口
搶奪,0941011 1215,台中市北屯區瀋陽路安順東七街口
搶奪,0941011 1850,台中市北區梅亭街221號
搶奪,0941011 1917,台中市南屯區東興路3段168號
搶奪,0941011 1940,台中市南區永興里高工路350號
搶奪,0941011 2200,台中市南屯區大業路與大英街口
搶奪,0941012 1040,台中市西區永安路
搶奪,0941012 1425,台中市南屯區大光街與公益路口
搶奪,0941012 1505,台中市西區自由路
搶奪,0941012 1635,台中市北區雙十路2段2號
搶奪,0941012 2335,台中市北區健行ˋ學士路
搶奪,0941013 0050,台中市中區中華路1段150號
搶奪,0941013 1145,台中市西區大業路32號
搶奪,0941013 1210,台中市西屯區永安里西屯路福康路口
搶奪,0941013 1620,台中市北屯區四平路37巷平德路口
搶奪,0941013 1850,台中市西區精誠路
搶奪,0941013 2100,台中市東區旱溪里東光園路與旱溪三街口
搶奪,0941013 2100,台中市北區北興街232號
搶奪,0941014 0830,台中市西屯區逢甲里西屯路上石北二巷口
搶奪,0941014 1035,台中市北屯區崇德六路1段161巷20號
搶奪,0941014 1050,台中市中區民族路50號
搶奪,0941014 1505,台中市西區美村路79號
搶奪,0941014 1820,台中市東區東南里進化路168巷63號
搶奪,0941014 1930,台中市南屯區公益路2段252號
搶奪,0941014 2330,台中市南區樹德里建國南路1段145號
搶奪,0941015 1115,台中市西屯區西屯路文華路口
搶奪,0941016 1750,台中市北區育才北路.一中街口
搶奪,0941016 1842,台中市南屯區向上路22號
搶奪,0941016 2315,台中市南區工學里復興路1段448號
搶奪,0941017 0955,台中市南區南門里興大路與合作街口
搶奪,0941017 1940,台中市北區三民ˋ錦平路
搶奪,0941017 2020,台中市北區學士ˋ衛道路
搶奪,0941017 2320,台中市西區公益路282號
搶奪,0941018 1540,台中市中區自由路2段1號
搶奪,0941018 1715,台中市中區中正路
搶奪,0941019 0845,台中市西屯區漢成街34號
搶奪,0941019 1900,台中市東區東英里東英八街與十甲東路口
搶奪,0941020 1050,台中市西區中美街214號
搶奪,0941020 1110,台中市北區健行ˋ德化路
搶奪,0941020 1819,台中市北屯區崇德二路2段218號
搶奪,0941020 2020,台中市西區西屯路1段180巷31號
搶奪,0941021 1150,台中市西屯區福聯里東大路榮總醫院前
搶奪,0941021 1200,台中市南屯區大墩12街與大英街口
搶奪,0941021 1255,台中市北區民族.中華西路
搶奪,0941021 1430,台中市西區建國北路100巷10號
搶奪,0941021 1500,台中市西區民權路77號
搶奪,0941021 1710,台中市中區民權路
搶奪,0941021 2010,台中市北屯區松竹五路水景街口
搶奪,0941023 0330,台中市北屯區東山路1段194號
搶奪,0941023 1340,台中市北屯區崇德路1段602號
搶奪,0941023 1450,台中市西屯區惠來里市政北七路惠中二街口
搶奪,0941023 1500,台中市南屯區公益路與大進街口
搶奪,0941023 1625,台中市南屯區惠中路與大墩10街口
搶奪,0941023 2145,台中市西屯區西墩里光明路52-3號
搶奪,0941024 1445,台中市西屯區河南路甘肅路口
搶奪,0941024 1830,台中市北屯區崇德一路158號
搶奪,0941024 1945,台中市西區華美街
搶奪,0941024 2230,台中市北屯區東光路1段50巷16號
搶奪,0941024 2350,台中市北區光大街47號
搶奪,0941025 0840,台中市東區新庄里大公街90號
搶奪,0941025 0930,台中市東區干城里南京四街與南京二街口
搶奪,0941025 1420,台中市南屯區惠文路與大墩11街口
搶奪,0941025 1440,台中市南屯區大墩路與公益路口
搶奪,0941025 1610,台中市北區一中ˋ育才北路
搶奪,0941025 1650,台中市東區新庄里大智路17巷
搶奪,0941025 1700,台中市南屯區大聖街38巷
搶奪,0941025 1900,台中市北區大雅ˋ進化北路
搶奪,0941025 2000,台中市西屯區逢甲里西屯路2段274號
搶奪,0941025 2000,台中市西屯區何安里青海路重慶路口
搶奪,0941025 2030,台中市北區三民ˋ健行路
搶奪,0941026 0230,台中市南屯區大墩4街47號
搶奪,0941026 1425,台中市南屯區公益路2段25號
搶奪,0941026 1505,台中市西區精誠6街10號
搶奪,0941026 1700,台中市西屯區何明里大有二街太原路口
搶奪,0941026 1830,台中市西區忠誠街102巷
搶奪,0941026 1850,台中市西區精誠路
搶奪,0941026 2350,台中市西屯區西平里福星路325號
搶奪,0941028 0340,台中市西屯區潮洋里台中港路3段12號
搶奪,0941028 0440,台中市西區博館路195號
搶奪,0941028 1025,台中市南屯區黎明路2段536號
搶奪,0941028 1405,台中市西區華美街498巷
搶奪,0941028 1415,台中市西屯區市政北七路惠中三街口
搶奪,0941028 1502,台中市北屯區北平路河北路口
搶奪,0941028 2310,台中市北區五權ˋ公園路
搶奪,0941029 1240,台中市北區三民路3段219號
搶奪,0941029 1350,台中市南區福順里復興路二段南昌街口
搶奪,0941029 2158,台中市西區精誠路256號
搶奪,0941030 1345,台中市中區綠川西路135號
搶奪,0941030 1710,台中市南區福平里光輝街137號
搶奪,0941030 2020,台中市西區忠明南路12巷
搶奪,0941030 2040,台中市北屯區崇德路2段1號
搶奪,0941031 1030,台中市南區東南里旱溪西路1段
搶奪,0941031 1645,台中市北屯區安順四街58號
搶奪,0941031 1900,台中市北屯區瀋陽路麻園東街口
搶奪,0941031 1923,台中市北屯區雷中街1-4號
搶奪,0941031 2130,台中市東區東南里自強南街6巷27號
搶奪,0941031 2200,台中市北屯區崇興路1段132號
搶奪,0941101 0940,台中市東區旱溪里旱溪西路自由路四段口
搶奪,0941101 1438,台中市南屯區大業里東興路與大墩十四街
搶奪,0941101 1530,台中市西屯區西安里西安街18巷4號之1
搶奪,0941101 1620,台中市西區向上路1段224號
搶奪,0941101 1650,台中市東區干城里南京路與南京六街口
搶奪,0941101 1700,台中市南屯區大聖街180號
搶奪,0941101 1800,台中市西區中興路
搶奪,0941101 1818,台中市北屯區昌平路崇德九路口
搶奪,0941101 1915,台中市北區育才街6巷4號
搶奪,0941102 1745,台中市南屯區大進街512號
搶奪,0941102 1900,台中市北區學士ˋ梅亭路
搶奪,0941102 1940,台中市西區中美街456號
搶奪,0941103 0840,台中市南屯區東興東街37號
搶奪,0941103 0940,台中市北屯區崇德二路1段290號
搶奪,0941103 1400,台中市北區梅亭ˋ大義街
搶奪,0941103 1600,台中市西區建國路1號
搶奪,0941104 1800,台中市南區樹義里復興路1段207巷17號
搶奪,0941104 1835,台中市南區和平里忠明南路760號
搶奪,0941104 1840,台中市南屯區公益路2段600號
搶奪,0941104 1855,台中市西區公益路
搶奪,0941104 1925,台中市東區東勢里進德北路63號
搶奪,0941104 1940,台中市北屯區河北路崇德二路口
搶奪,0941104 2130,台中市北屯區青島路3段151號
搶奪,0941105 0800,台中市北區柳川西.五順路
搶奪,0941105 2000,台中市西區美村路1段564巷
搶奪,0941105 2325,台中市東區新庄里復興路4段147號
搶奪,0941106 0945,台中市西區向上北路237號
搶奪,0941106 1420,台中市中區光復路18號
搶奪,0941106 1630,台中市西區五權西三街
搶奪,0941106 1930,台中市北區北興街203號
搶奪,0941106 2100,台中市北區五權.錦平路
搶奪,0941106 2230,台中市西區美村路
搶奪,0941107 0130,台中市北區力行路376號之3
搶奪,0941107 0150,台中市西屯區西安街福星路口
搶奪,0941107 1250,台中市西屯區惠來里文心路2段99號
搶奪,0941107 1310,台中市北屯區篰子路462號
搶奪,0941107 1715,台中市東區東英里東英十一街與十全街口
搶奪,0941107 1830,台中市北區柳川東.英才路
搶奪,0941107 1845,台中市南區南和里3鄰永和街90號
搶奪,0941107 2030,台中市南屯區向心南905巷與文心南2
搶奪,0941108 0640,台中市北屯區遼寧路崇德二路口
搶奪,0941108 1045,台中市北屯區中清路新平巷23號
搶奪,0941108 1215,台中市北屯區興安路2段496號
搶奪,0941108 1450,台中市南區長榮里國光路70號
搶奪,0941108 1710,台中市南區國光里仁和路213巷
搶奪,0941108 1925,台中市南區南和里忠明南路與工學二街口
搶奪,0941108 2030,台中市西屯區惠來里政和路77號
搶奪,0941108 2200,台中市南屯區黎明路1段425號
搶奪,0941109 0715,台中市西屯區西平里逢甲路與逢甲72巷口
搶奪,0941109 1010,台中市北區北平ˋ華美路
搶奪,0941109 1210,台中市南屯區公益路與大英街口
搶奪,0941109 1215,台中市西區中美街
搶奪,0941109 1700,台中市西區忠誠里中港路與美村路口
搶奪,0941109 1810,台中市南屯區大進街
搶奪,0941109 2140,台中市北屯區太原路3段116號
搶奪,0941109 2205,台中市南區城隍里正氣街170號
搶奪,0941109 2210,台中市南屯區向心南路982號
搶奪,0941110 1000,台中市南區工學里工學北路與德富路口
搶奪,0941110 1010,台中市北屯區遼寧路1段59巷
搶奪,0941110 1200,台中市西區民生路200號
搶奪,0941110 1350,台中市北區博館ˋ育德路
搶奪,0941110 1510,台中市西區民權路91號
搶奪,0941110 2020,台中市南屯區文心南一路71號
搶奪,0941110 2105,台中市南區西川里崇倫北街192巷內弄
搶奪,0941111 1520,台中市西屯區文心路2段99號
搶奪,0941112 1330,台中市南區江川里永東街與永南街口
搶奪,0941112 1910,台中市北屯區瀋陽路1段98號
搶奪,0941112 1940,台中市北屯區瀋陽路3段345號
搶奪,0941113 0020,台中市北屯區新興路9巷
搶奪,0941113 1045,台中市北屯區興安路文昌東十一街口
搶奪,0941113 1255,台中市北屯區昌平路2段
搶奪,0941113 1436,台中市南屯區大業里大墩路與大墩十二街
搶奪,0941113 1732,台中市北區瑞祥街84號
搶奪,0941113 1945,台中市南屯區大同里大墩四街142號
搶奪,0941114 1005,台中市東區合作里力行路83號之2
搶奪,0941114 1017,台中市北屯區國校巷1號
搶奪,0941114 1030,台中市北屯區中清西二街25號
搶奪,0941114 1250,台中市南區樹德里建國南路大慶火車站前
搶奪,0941114 1340,台中市西屯區西屯路2段107號
搶奪,0941114 1345,台中市東區旱溪里東光路88號
搶奪,0941114 1430,台中市西區五權路
搶奪,0941114 1900,台中市北屯區天津路文昌東九街口
搶奪,0941114 1940,台中市北屯區崇德路天津路口
搶奪,0941115 0815,台中市南區工學里工學北路工學市場前
搶奪,0941115 1758,台中市南屯區永春東路323號
搶奪,0941116 1105,台中市北屯區昌平路2段2巷8號
搶奪,0941116 1120,台中市南屯區大墩4街47號
搶奪,0941116 1120,台中市西屯區大墩18街106號
搶奪,0941116 1525,台中市南屯區公益路2段29號
搶奪,0941116 1830,台中市南屯區文心南二路與向心南路
搶奪,0941116 2015,台中市中區中華路1段207號
搶奪,0941117 1050,台中市西屯區何安里四川路120巷20號
搶奪,0941117 1530,台中市西屯區黎明路朝馬路口
搶奪,0941117 2100,台中市東區泉源里忠孝路147巷2號
搶奪,0941118 0800,台中市北區北平路2段90號
搶奪,0941118 1000,台中市西屯區重慶路西屯路口
搶奪,0941118 1020,台中市北屯區旅順路與昌平路
搶奪,0941118 1552,台中市西屯區惠來里文心一路168號
搶奪,0941118 1945,台中市西區五權路1號之138
搶奪,0941118 2254,台中市北屯區大連西路27號
搶奪,0941119 1915,台中市北屯區遼寧路1段371號
搶奪,0941120 1435,台中市中區中山路
搶奪,0941120 1630,台中市中區公園路2-2號
搶奪,0941120 2050,台中市西屯區市政北七路惠中二街口
搶奪,0941121 0910,台中市北屯區崇德三路7號
搶奪,0941121 1730,台中市北屯區國強街163號
搶奪,0941121 1810,台中市西區懷寧路97號
搶奪,0941121 2140,台中市南屯區南屯路2段902號
搶奪,0941122 0940,台中市南屯區黎明路與永春東路口
搶奪,0941122 1000,台中市西區精誠路378號
搶奪,0941122 1130,台中市南區愛國街與正義街口
搶奪,0941123 0515,台中市北屯區北屯路200巷38弄3號
搶奪,0941123 1150,台中市南區南和里忠明南路
搶奪,0941123 1500,台中市西區五權西路
搶奪,0941123 1507,台中市西區公益路
搶奪,0941123 1530,台中市北屯區安順東十街柳陽西街口
搶奪,0941123 1840,台中市北屯區陳平路28號
搶奪,0941124 1512,台中市南屯區公益路與大聖街口
搶奪,0941124 1900,台中市中區中正路
搶奪,0941124 2030,台中市南屯區黎明路2段363號
搶奪,0941125 0410,台中市南屯區五權西路2段968號之2
搶奪,0941125 0735,台中市南區樹德里建國北路1段110號
搶奪,0941125 1130,台中市北屯區中平路509巷
搶奪,0941125 1200,台中市西屯區何安里西屯路2段95號之47
搶奪,0941125 1705,台中市東區泉源里振興路99號
搶奪,0941125 1810,台中市西屯區中清西二街國泰一巷
搶奪,0941125 1905,台中市南屯區向心南路豐樂公園對面
搶奪,0941126 1110,台中市南區福興里福平街2-5號
搶奪,0941127 1400,台中市東區振興里大智路與信義街口
搶奪,0941127 2200,台中市北區尊賢街2號
搶奪,0941128 0920,台中市北屯區陳平路53號
搶奪,0941129 0445,台中市北區育德路108號
搶奪,0941129 0855,台中市東區干城里雙十路與自由路口
搶奪,0941130 0920,台中市北區柳川東ˋ精武路
搶奪,0941130 1145,台中市南區工學里復興路二段與德富路口
搶奪,0941130 1555,台中市西屯區福上巷218號之3
搶奪,0941130 1800,台中市北區太平ˋ大誠路
搶奪,0941130 2150,台中市東區富仁里進德路126號
搶奪,0941130 2335,台中市北屯區敦化路467巷28號
搶奪,0941201 1005,台中市北屯區文心路4段667號
搶奪,0941201 1526,台中市北區博館二街10巷
搶奪,0941201 1700,台中市南屯區公益路2段18號
搶奪,0941202 1530,台中市西區民權路73號
搶奪,0941202 1715,台中市北屯區昌平路2段3-23號
搶奪,0941202 1730,台中市南屯區博愛街99號
搶奪,0941202 2130,台中市北區梅亭東街.育強街
搶奪,0941205 1410,台中市南屯區大墩四街56號
搶奪,0941205 1545,台中市南屯區豐順街43號
搶奪,0941206 1900,台中市東區干城里新民街68號
搶奪,0941206 1915,台中市北屯區天津路4段261巷9號
搶奪,0941207 0550,台中市東區東門里東光園路177巷7號前樓
搶奪,0941207 0915,台中市東區富仁里自由路3段37號
搶奪,0941207 1300,台中市中區成功路
搶奪,0941207 1700,台中市西區精誠路155號
搶奪,0941207 1700,台中市北屯區柳陽東街24號
搶奪,0941208 1300,台中市北區山西.北平路
搶奪,0941208 1800,台中市南屯區大英西一街54號
搶奪,0941208 2110,台中市中區三民成功路
搶奪,0941209 1110,台中市北區健行路518巷99號
搶奪,0941209 1400,台中市南屯區大墩12街174號
搶奪,0941209 1525,台中市北屯區四平路聯邦巷口
搶奪,0941209 1920,台中市北屯區平德路41巷23弄13號
搶奪,0941209 1930,台中市南區南和里工學三街
搶奪,0941209 1955,台中市北屯區熱河路3段93巷42弄30號
搶奪,0941210 1105,台中市北屯區大連路3段21巷55號
搶奪,0941210 1150,台中市西區文化街123號
搶奪,0941210 1510,台中市西屯區惠來里文心路市政北三路口
搶奪,0941210 1600,台中市中區成功路
搶奪,0941210 1730,台中市南屯區大墩路與大墩14街口
搶奪,0941210 2110,台中市南屯區文心南五路256號
搶奪,0941211 0920,台中市北屯區雷中街25巷
搶奪,0941211 1050,台中市北屯區崇德三路昌平路口
搶奪,0941211 1150,台中市西屯區大福里長安路2段138號
搶奪,0941211 1556,台中市西區精誠路
搶奪,0941212 1100,台中市南區南和里工學五街120號
搶奪,0941213 1110,台中市北屯區雷中街25巷8-1號
搶奪,0941213 1250,台中市東區東興里七中路228公園
搶奪,0941213 1620,台中市西屯區福康路福科路口
搶奪,0941213 1845,台中市南屯區大墩路與大墩三街
搶奪,0941214 0930,台中市北屯區東山路1段39號
搶奪,0941214 1500,台中市北屯區平德路1巷17號
搶奪,0941214 1630,台中市北區精武ˋ復興路
搶奪,0941214 1740,台中市北屯區遼陽北一街10號
搶奪,0941214 1920,台中市東區新庄里復興路4段76號
搶奪,0941215 0800,台中市北屯區大連北街
搶奪,0941215 1330,台中市西屯區長安路成都路口
搶奪,0941215 1445,台中市南區國光里臺中路128號
搶奪,0941215 1630,台中市中區民族路
搶奪,0941215 1740,台中市北區英士路.光大路
搶奪,0941215 1920,台中市北區青島.天津路
搶奪,0941215 2128,台中市西區五權西二街
搶奪,0941216 0330,台中市北屯區梅川東路4段145號
搶奪,0941216 1415,台中市中區公園路
搶奪,0941216 2020,台中市西區四維路21號
搶奪,0941216 2215,台中市西區建國北路
搶奪,0941217 1540,台中市西屯區長安路2段213號
搶奪,0941218 2020,台中市東區富仁里精武路39巷29弄
搶奪,0941219 0930,台中市南區長春里正義街100號對面
搶奪,0941219 1155,台中市南屯區大英街與大墩11街
搶奪,0941219 1330,台中市西屯區中清路83號
搶奪,0941219 1630,台中市南屯區大聖街與公益路口
搶奪,0941219 1720,台中市中區建國路
搶奪,0941219 1800,台中市北屯區青島路麻園東街口
搶奪,0941219 1955,台中市北屯區文心路3段1055號
搶奪,0941220 0930,台中市北屯區興安路1段128巷
搶奪,0941220 1220,台中市南區國光里建成路101巷
搶奪,0941220 1910,台中市北區美德街193號
搶奪,0941220 1915,台中市北屯區遼寧路1段180號
搶奪,0941221 0350,台中市北屯區豐樂路九甲巷口
搶奪,0941221 1730,台中市南屯區公益路與大昌街口
搶奪,0941221 1800,台中市西區五權西四街
搶奪,0941221 2110,台中市西區公正路
搶奪,0941222 0215,台中市南區福順里美村路2段184號
搶奪,0941222 0815,台中市西區健行路964巷94號
搶奪,0941222 1220,台中市北區德化街233號
搶奪,0941222 1220,台中市西區樂群路37號
搶奪,0941222 1250,台中市北屯區國校巷41號之10
搶奪,0941222 1300,台中市北區大雅路291號
搶奪,0941222 1320,台中市北區文昌東二街76號
搶奪,0941222 1530,台中市南區合作街與信義南街口
搶奪,0941223 0205,台中市東區泉源里樂業路與復興東路口
搶奪,0941223 1110,台中市北屯區平德路1巷
搶奪,0941223 1355,台中市西區五權西路1段257號
搶奪,0941223 1700,台中市南區長春里合作街與信義南街口
搶奪,0941223 1710,台中市東區樂成里東光園路與樂業路口
搶奪,0941223 2020,台中市西區繼光街5號
搶奪,0941223 2130,台中市南屯區向心南路967號
搶奪,0941224 0610,台中市東區泉源里復興東路與樂業路口
搶奪,0941224 1850,台中市北屯區崇德五路351號
搶奪,0941224 1950,台中市南屯區大墩14街267號
搶奪,0941224 2020,台中市北區一中街
搶奪,0941225 0010,台中市西區公益路
搶奪,0941225 0550,台中市南區南門里南門路68號
搶奪,0941225 0620,台中市西區中美街595號
搶奪,0941225 1300,台中市北屯區大鵬路新平巷口
搶奪,0941226 0628,台中市西屯區逢甲里至善路236號
搶奪,0941226 0758,台中市北區太平路24號
搶奪,0941226 1155,台中市東區干城里自由一街與自由路口
搶奪,0941226 1252,台中市北屯區青島路文昌東六街口
搶奪,0941226 1310,台中市西屯區何南里精明二街
搶奪,0941226 1340,台中市北屯區文昌三街119號
搶奪,0941226 1347,台中市北屯區安順東五街17號
搶奪,0941226 1645,台中市西屯區漢成街130號
搶奪,0941226 1940,台中市西區忠義路
搶奪,0941227 1325,台中市東區富仁里富榮街與自由二街口
搶奪,0941227 1630,台中市東區東勢里進化路3-1號
搶奪,0941228 0945,台中市南區南和里工學路128號
搶奪,0941228 1155,台中市西區樂群街86號
搶奪,0941228 2300,台中市北區永定一街52號
搶奪,0941229 1240,台中市北屯區綏遠路安順二街口
搶奪,0941229 1815,台中市南屯區大墩六街350號
搶奪,0941230 0725,台中市南區建國北路1段110號
搶奪,0941230 1925,台中市西區中興路
搶奪,0941230 2030,台中市北區五權路500巷5弄1號
搶奪,0941231 1435,台中市北屯區中清路72-8號
搶奪,0941231 1840,台中市南屯區公益路與惠文路
搶奪,0941231 2155,台中市東區新庄里和平街108巷
搶奪,,台中市北屯區昌平路1段137號
搶奪,,台中市北區光大.五常